7684	0	2978	0.4092484563979504
7684	0	262	0.5
7684	0	10237	0.38519392421263987
7684	0	12561	0.4092484563979504
7684	0	845	0.5
7684	0	722	0.4092484563979504
1993	0	2978	0.358344411747034
1993	0	262	0.44909595534908364
1993	0	10237	0.3342898795617235
1993	0	12561	0.358344411747034
1993	0	845	0.44909595534908364
1993	0	722	0.358344411747034
841	0	1040	0.39270878565741674
841	0	5238	0.39270878565741674
1189	0	1471	0.4077527612612375
1189	0	1189	0.5
1189	0	3008	0.5
1025	0	1189	0.3752073543747074
1025	0	3008	0.3752073543747074
1499	0	3965	0.39270878565741674
1499	0	4382	0.39270878565741674
1142	0	2807	0.32899044956022516
1142	0	9733	0.39270878565741674
1142	0	51	0.39270878565741674
1142	0	1733	0.39270878565741674
1142	0	6934	0.3608795393247186
1142	0	6499	0.39270878565741674
1142	0	12229	0.31810893115234196
1142	0	2399	0.39270878565741674
1142	0	8098	0.37530157288858024
1142	0	433	0.37755281108337835
1142	0	648	0.3570720967526677
1142	0	3135	0.39270878565741674
1142	0	607	0.39270878565741674
51	0	2807	0.39759991615432044
51	0	3901	0.32834327664596774
51	0	9733	0.461318252251512
51	0	51	0.461318252251512
51	0	6051	0.3673152830393742
51	0	1733	0.461318252251512
51	0	6934	0.4294890059188141
51	0	7735	0.3384971845112412
51	0	6499	0.461318252251512
51	0	12229	0.38671839774643724
51	0	2399	0.461318252251512
51	0	1329	0.3556099700077302
51	0	8098	0.44391103948267574
51	0	433	0.44616227767747363
51	0	648	0.425681563346763
51	0	3135	0.461318252251512
51	0	607	0.461318252251512
6220	0	2807	0.31722193494609074
6220	0	9733	0.3809402710432823
6220	0	51	0.3809402710432823
6220	0	1733	0.3809402710432823
6220	0	6934	0.3491110247105844
6220	0	6499	0.3809402710432823
6220	0	12229	0.30634041653820754
6220	0	2399	0.3809402710432823
6220	0	8098	0.36353305827444604
6220	0	433	0.36578429646924393
6220	0	648	0.3453035821385333
6220	0	3135	0.3809402710432823
6220	0	607	0.3809402710432823
1686	0	2807	0.36746465959165553
1686	0	9733	0.4311829956888471
1686	0	51	0.4311829956888471
1686	0	6051	0.33718002647670886
1686	0	1733	0.4311829956888471
1686	0	6934	0.399353749356149
1686	0	7735	0.3083619279485761
1686	0	6499	0.4311829956888471
1686	0	12229	0.3565831411837723
